"UF","id","Name","Ps","Pi","Pr","Pt","Lon","Lat"
"PR","4124707","São Jerônimo da Serra","11535","0","0","11535","-50.741","-23.728"
"PR","4124806","São João","10676","0","0","10676","-52.725","-25.828"
"PR","4124905","São João do Caiuá","6029","2","0","6031","-52.337","-22.852"
"PR","4125001","São João do Ivaí","11110","5","0","11115","-51.818","-23.98"
"PR","4125100","São João do Triunfo","14815","0","0","14815","-50.297","-25.683"
"PR","4125209","São Jorge d'Oeste","9296","0","0","9296","-52.918","-25.706"
"PR","4125308","São Jorge do Ivaí","5675","0","0","5675","-52.293","-23.433"
"PR","4125357","São Jorge do Patrocínio","5980","0","0","5980","-53.927","-23.741"
"PR","4125407","São José da Boa Vista","6512","0","0","6512","-49.652","-23.916"
"PR","4125456","São José das Palmeiras","3832","0","0","3832","-54.064","-24.838"
"PR","4125506","São José dos Pinhais","302744","15","0","302759","-49.206","-25.535"
"PR","4125555","São Manoel do Paraná","2183","1","0","2184","-52.644","-23.403"
"PR","4125605","São Mateus do Sul","45000","0","0","45000","-50.383","-25.874"
"PR","4125704","São Miguel do Iguaçu","27330","0","0","27330","-54.238","-25.348"
"PR","4125753","São Pedro do Iguaçu","6336","0","0","6336","-53.855","-24.936"
"PR","4125803","São Pedro do Ivaí","10864","0","0","10864","-51.856","-23.865"
"PR","4125902","São Pedro do Paraná","2459","0","0","2459","-53.22","-22.824"
"PR","4126009","São Sebastião da Amoreira","8968","0","0","8968","-50.761","-23.465"
"PR","4126108","São Tomé","5686","0","0","5686","-52.591","-23.538"
"PR","4126207","Sapopema","6906","0","0","6906","-50.58","-23.911"
"PR","4126256","Sarandi","91342","2","0","91344","-51.874","-23.444"
"PR","4126272","Saudade do Iguaçu","5410","0","0","5410","-52.619","-25.694"
"PR","4126306","Sengés","19373","0","0","19373","-49.464","-24.113"
"PR","4126355","Serranópolis do Iguaçu","4645","0","0","4645","-54.052","-25.38"
"PR","4126405","Sertaneja","5677","1","0","5678","-50.838","-23.037"
"PR","4126504","Sertanópolis","16429","0","0","16429","-51.036","-23.059"
"PR","4126603","Siqueira Campos","20303","0","0","20303","-49.834","-23.689"
"PR","4126652","Sulina","3257","0","0","3257","-52.722","-25.702"
"PR","4126678","Tamarana","13939","0","0","13939","-51.097","-23.723"
"PR","4126702","Tamboara","5028","0","0","5028","-52.469","-23.2"
"PR","4126801","Tapejara","15835","0","0","15835","-52.873","-23.733"
"PR","4126900","Tapira","5824","0","0","5824","-53.068","-23.323"
"PR","4127007","Teixeira Soares","11666","0","0","11666","-50.461","-25.368"
"PR","4127106","Telêmaco Borba","76544","6","0","76550","-50.616","-24.324"
"PR","4127205","Terra Boa","16885","2","0","16887","-52.444","-23.768"
"PR","4127304","Terra Rica","16452","1","0","16453","-52.617","-22.709"
"PR","4127403","Terra Roxa","17573","0","0","17573","-54.097","-24.157"
"PR","4127502","Tibagi","20470","0","0","20470","-50.414","-24.509"
"PR","4127601","Tijucas do Sul","16161","0","0","16161","-49.199","-25.928"
"PR","4127700","Toledo","133823","1","0","133824","-53.743","-24.714"
"PR","4127809","Tomazina","8544","0","0","8544","-49.95","-23.778"
"PR","4127858","Três Barras do Paraná","12242","0","0","12242","-53.181","-25.419"
"PR","4127882","Tunas do Paraná","7767","0","0","7767","-49.086","-24.974"
"PR","4127908","Tuneiras do Oeste","8847","0","0","8847","-52.876","-23.871"
"PR","4127957","Tupãssi","8268","1","0","8269","-53.512","-24.588"
"PR","4127965","Turvo","13712","0","0","13712","-51.53","-25.043"
"PR","4128005","Ubiratã","21812","0","0","21812","-52.988","-24.545"
"PR","4128104","Umuarama","109130","2","0","109132","-53.325","-23.766"
"PR","4128203","União da Vitória","56647","3","0","56650","-51.086","-26.23"
"PR","4128302","Uniflor","2604","0","0","2604","-52.157","-23.087"
"PR","4128401","Uraí","11678","0","0","11678","-50.796","-23.198"
"PR","4128500","Wenceslau Braz","19852","0","0","19852","-49.803","-23.874"
"PR","4128534","Ventania","11252","0","0","11252","-50.243","-24.246"
"PR","4128559","Vera Cruz do Oeste","8958","0","0","8958","-53.877","-25.058"
"PR","4128609","Verê","7743","2","0","7745","-52.908","-25.881"
"PR","4128625","Alto Paraíso","3037","0","0","3037","-53.728","-23.508"
"PR","4128633","Doutor Ulysses","5794","0","0","5794","-49.42","-24.568"
"PR","4128658","Virmond","4090","0","0","4090","-52.199","-25.381"
"PR","4128708","Vitorino","6852","1","0","6853","-52.784","-26.277"
"PR","4128807","Xambrê","5986","0","0","5986","-53.49","-23.736"
"RJ","3300100","Angra dos Reis","191496","8","0","191504","-44.318","-23.007"
"RJ","3300159","Aperibé","11160","0","0","11160","-42.103","-21.621"
"RJ","3300209","Araruama","124937","3","0","124940","-42.343","-22.873"
"RJ","3300225","Areal","12058","0","0","12058","-43.106","-22.231"
"RJ","3300233","Armação dos Búzios","31674","0","0","31674","-41.882","-22.747"
"RJ","3300258","Arraial do Cabo","29076","1","0","29077","-42.028","-22.966"
"RJ","3300308","Barra do Piraí","97146","6","0","97152","-43.826","-22.47"
"RJ","3300407","Barra Mansa","180114","12","0","180126","-44.171","-22.544"
"RJ","3300456","Belford Roxo","494094","47","0","494141","-43.399","-22.764"
"RJ","3300506","Bom Jardim","26422","2","0","26424","-42.419","-22.152"
"RJ","3300605","Bom Jesus do Itabapoana","36028","3","0","36031","-41.68","-21.134"
"RJ","3300704","Cabo Frio","212282","7","0","212289","-42.019","-22.879"
"RJ","3300803","Cachoeiras de Macacu","56601","2","0","56603","-42.653","-22.463"
"RJ","3300902","Cambuci","14824","0","0","14824","-41.911","-21.575"
"RJ","3300936","Carapebus","15293","0","0","15293","-41.661","-22.187"
"RJ","3300951","Comendador Levy Gasparian","8255","0","0","8255","-43.205","-22.029"
"RJ","3301009","Campos dos Goytacazes","487181","5","0","487186","-41.324","-21.754"
"RJ","3301108","Cantagalo","19726","1","0","19727","-42.368","-21.981"
"RJ","3301157","Cardoso Moreira","12538","0","0","12538","-41.616","-21.488"
"RJ","3301207","Carmo","18322","0","0","18322","-42.609","-21.934"
"RJ","3301306","Casimiro de Abreu","41163","4","0","41167","-42.204","-22.481"
"RJ","3301405","Conceição de Macabu","22315","0","0","22315","-41.868","-22.085"
"RJ","3301504","Cordeiro","21158","0","0","21158","-42.361","-22.029"
"RJ","3301603","Duas Barras","11145","0","0","11145","-42.522","-22.051"
"RJ","3301702","Duque de Caxias","886834","83","0","886917","-43.312","-22.786"
"RJ","3301801","Engenheiro Paulo de Frontin","13521","0","0","13521","-43.678","-22.55"
"RJ","3301850","Guapimirim","57102","3","0","57105","-42.982","-22.537"
"RJ","3301876","Iguaba Grande","26426","4","0","26430","-42.229","-22.839"
"RJ","3301900","Itaboraí","230762","24","0","230786","-42.859","-22.744"
"RJ","3302007","Itaguaí","120850","5","0","120855","-43.775","-22.852"
"RJ","3302056","Italva","14647","0","0","14647","-41.691","-21.421"
"RJ","3302106","Itaocara","22736","0","0","22736","-42.082","-21.679"
"RJ","3302205","Itaperuna","99502","2","0","99504","-41.888","-21.205"
"RJ","3302254","Itatiaia","30474","1","0","30475","-44.563","-22.496"
"RJ","3302270","Japeri","100559","3","0","100562","-43.653","-22.643"
"RJ","3302304","Laje do Muriaé","7257","0","0","7257","-42.123","-21.206"
"RJ","3302403","Macaé","239465","6","0","239471","-41.787","-22.371"
"RJ","3302452","Macuco","5417","0","0","5417","-42.253","-21.984"
"RJ","3302502","Magé","236299","20","0","236319","-43.041","-22.653"
"RJ","3302601","Mangaratiba","41554","3","0","41557","-44.041","-22.96"
"RJ","3302700","Maricá","149854","22","0","149876","-42.819","-22.919"
"RJ","3302809","Mendes","18111","0","0","18111","-43.733","-22.527"
"RJ","3302858","Mesquita","170990","30","0","171020","-43.4287","-22.7815"
"RJ","3302908","Miguel Pereira","24853","2","0","24855","-43.469","-22.454"
"RJ","3303005","Miracema","26607","0","0","26607","-42.197","-21.412"
"RJ","3303104","Natividade","14986","0","0","14986","-41.973","-21.042"
"RJ","3303203","Nilópolis","158299","20","0","158319","-43.414","-22.808"
"RJ","3303302","Niterói","497759","124","0","497883","-43.104","-22.883"
"RJ","3303401","Nova Friburgo","185086","16","0","185102","-42.531","-22.282"
"RJ","3303500","Nova Iguaçu","797339","96","0","797435","-43.451","-22.759"
"RJ","3303609","Paracambi","50070","1","0","50071","-43.709","-22.611"
"RJ","3303708","Paraíba do Sul","42734","3","0","42737","-43.293","-22.162"
"RJ","3303807","Paraty","40974","1","0","40975","-44.713","-23.218"
"RJ","3303856","Paty do Alferes","26937","2","0","26939","-43.419","-22.429"
"RJ","3303906","Petrópolis","298130","28","0","298158","-43.179","-22.505"
"RJ","3303955","Pinheiral","24076","0","0","24076","-44.001","-22.513"
"RJ","3304003","Piraí","28087","1","0","28088","-43.898","-22.629"
"RJ","3304102","Porciúncula","18155","1","0","18156","-42.041","-20.963"
"RJ","3304110","Porto Real","18549","3","0","18552","-44.29","-22.42"
"RJ","3304128","Quatis","13664","2","0","13666","-44.258","-22.407"
"RJ","3304144","Queimados","144514","11","0","144525","-43.555","-22.716"
"RJ","3304151","Quissamã","23125","0","0","23125","-41.472","-22.107"
"RJ","3304201","Resende","126078","6","0","126084","-44.447","-22.469"
"RJ","3304300","Rio Bonito","57958","5","0","57963","-42.626","-22.708"
"RJ","3304409","Rio Claro","17850","0","0","17850","-44.136","-22.723"
"RJ","3304508","Rio das Flores","8942","1","0","8943","-43.586","-22.168"
"RJ","3304524","Rio das Ostras","136620","6","0","136626","-41.945","-22.527"
"RJ","3304557","Rio de Janeiro","6496515","2322","0","6498837","-43.208","-22.903"
"RJ","3304607","Santa Maria Madalena","10198","0","0","10198","-42.008","-21.955"
"RJ","3304706","Santo Antônio de Pádua","41246","0","0","41246","-42.18","-21.539"
"RJ","3304755","São Francisco de Itabapoana","41239","1","0","41240","-41.119","-21.47"
"RJ","3304805","São Fidélis","37693","3","0","37696","-41.747","-21.646"
"RJ","3304904","São Gonçalo","1043979","79","0","1044058","-43.054","-22.827"
"RJ","3305000","São João da Barra","34883","1","0","34884","-41.051","-21.64"
"RJ","3305109","São João de Meriti","460505","36","0","460541","-43.372","-22.804"
"RJ","3305133","São José de Ubá","7236","0","0","7236","-41.943","-21.358"
"RJ","3305158","São José do Vale do Rio Preto","21017","0","0","21017","-42.924","-22.151"
"RJ","3305208","São Pedro da Aldeia","98465","5","0","98470","-42.103","-22.839"
"RJ","3305307","São Sebastião do Alto","9075","0","0","9075","-42.135","-21.957"
"RJ","3305406","Sapucaia","17602","2","0","17604","-42.914","-21.995"
"RJ","3305505","Saquarema","83748","2","0","83750","-42.51","-22.92"
"RJ","3305554","Seropédica","83663","4","0","83667","-43.708","-22.744"
"RJ","3305604","Silva Jardim","21279","0","0","21279","-42.392","-22.651"
"RJ","3305703","Sumidouro","15152","1","0","15153","-42.675","-22.05"
"RJ","3305752","Tanguá","32699","4","0","32703","-42.714","-22.73"
"RJ","3305802","Teresópolis","174578","9","0","174587","-42.966","-22.412"
"RJ","3305901","Trajano de Moraes","10351","0","0","10351","-42.066","-22.063"
"RJ","3306008","Três Rios","79229","1","0","79230","-43.209","-22.117"
"RJ","3306107","Valença","73995","2","0","73997","-43.7","-22.246"
"RJ","3306156","Varre-Sai","10500","0","0","10500","-41.869","-20.931"
"RJ","3306206","Vassouras","35622","0","0","35622","-43.663","-22.404"
"RJ","3306305","Volta Redonda","263547","112","0","263659","-44.104","-22.523"
"RN","2400109","Acari","11338","0","0","11338","-36.639","-6.436"
"RN","2400208","Açu","57733","10","0","57743","-36.909","-5.577"
"RN","2400307","Afonso Bezerra","11207","0","0","11207","-36.506","-5.498"
"RN","2400406","Água Nova","3235","0","0","3235","-38.297","-6.209"
"RN","2400505","Alexandria","13839","0","0","13839","-38.016","-6.413"
"RN","2400604","Almino Afonso","4876","0","0","4876","-37.766","-6.152"
"RN","2400703","Alto do Rodrigues","14143","0","0","14143","-36.762","-5.288"
"RN","2400802","Angicos","11908","0","0","11908","-36.601","-5.666"
"RN","2400901","Antônio Martins","7221","0","0","7221","-37.906","-6.213"
"RN","2401008","Apodi","36253","4","0","36257","-37.799","-5.664"
"RN","2401107","Areia Branca","27175","1","0","27176","-37.137","-4.956"
"RN","2401206","Arês","14176","0","0","14176","-35.16","-6.194"
"RN","2401305","Augusto Severo","9742","0","0","9742","-37.31","-5.864"
"RN","2401404","Baía Formosa","9246","1","0","9247","-35.008","-6.369"
"RN","2401453","Baraúna","27667","0","0","27667","-37.617","-5.08"
"RN","2401503","Barcelona","4065","0","0","4065","-35.926","-5.951"
"RN","2401602","Bento Fernandes","5493","0","0","5493","-35.82","-5.694"
"RN","2401651","Bodó","2332","0","0","2332","-36.413","-5.988"
"RN","2401701","Bom Jesus","10185","0","0","10185","-35.581","-5.984"
"RN","2401800","Brejinho","12616","0","0","12616","-35.357","-6.191"
"RN","2401859","Caiçara do Norte","6606","0","0","6606","-36.068","-5.078"
"RN","2401909","Caiçara do Rio do Vento","3645","0","0","3645","-35.998","-5.76"
"RN","2402006","Caicó","67747","0","0","67747","-37.098","-6.458"
"RN","2402105","Campo Redondo","11156","0","0","11156","-36.183","-6.243"
"RN","2402204","Canguaretama","33946","3","0","33949","-35.129","-6.38"
"RN","2402303","Caraúbas","20635","1","0","20636","-37.557","-5.793"
"RN","2402402","Carnaúba dos Dantas","8117","0","0","8117","-36.595","-6.556"
"RN","2402501","Carnaubais","10591","1","0","10592","-36.833","-5.341"
"RN","2402600","Ceará-Mirim","73367","3","0","73370","-35.426","-5.634"
"RN","2402709","Cerro Corá","11330","1","0","11331","-36.346","-6.046"
"RN","2402808","Coronel Ezequiel","5590","0","0","5590","-36.215","-6.383"
"RN","2402907","Coronel João Pessoa","4972","0","0","4972","-38.444","-6.26"
"RN","2403004","Cruzeta","8155","0","0","8155","-36.79","-6.412"
"RN","2403103","Currais Novos","45060","0","0","45060","-36.515","-6.261"
"RN","2403202","Doutor Severiano","7187","0","0","7187","-38.375","-6.094"
"RN","2403251","Parnamirim","248584","39","0","248623","-35.263","-5.916"
"RN","2403301","Encanto","5629","1","0","5630","-38.306","-6.111"
"RN","2403400","Equador","6103","0","0","6103","-36.718","-6.945"
"RN","2403509","Espírito Santo","10714","0","0","10714","-35.309","-6.332"
"RN","2403608","Extremoz","27927","6","0","27933","-35.307","-5.706"
"RN","2403707","Felipe Guerra","6033","0","0","6033","-37.689","-5.603"
"RN","2403756","Fernando Pedroza","3055","0","0","3055","-36.531","-5.697"
"RN","2403806","Florânia","9258","0","0","9258","-36.818","-6.127"
"RN","2403905","Francisco Dantas","2899","0","0","2899","-38.119","-6.078"
"RN","2404002","Frutuoso Gomes","4204","0","0","4204","-37.84","-6.158"
"RN","2404101","Galinhos","2650","0","0","2650","-36.275","-5.091"
"RN","2404200","Goianinha","25685","0","0","25685","-35.21","-6.267"
"RN","2404309","Governador Dix-Sept Rosado","13103","0","0","13103","-37.521","-5.459"
"RN","2404408","Grossos","10293","0","0","10293","-37.155","-4.98"
"RN","2404507","Guamaré","14975","0","0","14975","-36.32","-5.108"
"RN","2404606","Ielmo Marinho","13559","0","0","13559","-35.553","-5.824"
"RN","2404705","Ipanguaçu","15308","0","0","15308","-36.855","-5.498"
"RN","2404804","Ipueira","2236","0","0","2236","-37.199","-6.814"
"RN","2404853","Itajá","7515","0","0","7515","-36.871","-5.644"
"RN","2404903","Itaú","5904","0","0","5904","-37.993","-5.84"
"RN","2405009","Jaçanã","8949","0","0","8949","-36.205","-6.426"
"RN","2405108","Jandaíra","6920","0","0","6920","-36.128","-5.356"
"RN","2405207","Janduís","5402","0","0","5402","-37.409","-6.016"
"RN","2405306","Januário Cicco","9988","1","0","9989","-35.601","-6.158"
"RN","2405405","Japi","5306","0","0","5306","-35.947","-6.465"
"RN","2405504","Jardim de Angicos","2666","0","0","2666","-35.969","-5.654"
"RN","2405603","Jardim de Piranhas","14734","0","0","14734","-37.352","-6.379"
"RN","2405702","Jardim do Seridó","12566","0","0","12566","-36.774","-6.584"
"RN","2405801","João Câmara","34839","0","0","34839","-35.82","-5.538"
"RN","2405900","João Dias","2693","0","0","2693","-37.796","-6.274"
"RN","2406007","José da Penha","6050","0","0","6050","-38.281","-6.317"
"RN","2406106","Jucurutu","18490","0","0","18490","-37.02","-6.034"
"RN","2406155","Jundiá","3881","0","0","3881","-35.345","-6.271"
"RN","2406205","Lagoa d'Anta","6743","0","0","6743","-35.598","-6.391"
"RN","2406304","Lagoa de Pedras","7528","1","0","7529","-35.438","-6.149"
"RN","2406403","Lagoa de Velhos","2768","0","0","2768","-35.872","-6.004"
"RN","2406502","Lagoa Nova","15434","0","0","15434","-36.469","-6.096"
"RN","2406601","Lagoa Salgada","8206","0","0","8206","-35.494","-6.134"
"RN","2406700","Lajes","11234","0","0","11234","-36.245","-5.7"
"RN","2406809","Lajes Pintadas","4813","0","0","4813","-36.117","-6.15"
"RN","2406908","Lucrécia","3968","0","0","3968","-37.816","-6.12"
"RN","2407005","Luís Gomes","10170","1","0","10171","-38.389","-6.414"
"RN","2407104","Macaíba","79207","4","0","79211","-35.354","-5.858"
"RN","2407203","Macau","31592","0","0","31592","-36.634","-5.115"
"RN","2407252","Major Sales","3955","0","0","3955","-38.324","-6.406"
"RN","2407302","Marcelino Vieira","8495","0","0","8495","-38.167","-6.294"
"RN","2407401","Martins","8750","0","0","8750","-37.911","-6.088"
"RN","2407500","Maxaranguape","12030","0","0","12030","-35.262","-5.516"
"RN","2407609","Messias Targino","4569","0","0","4569","-37.514","-6.079"
"RN","2407708","Montanhas","11537","0","0","11537","-35.288","-6.486"
"RN","2407807","Monte Alegre","22310","1","0","22311","-35.332","-6.068"
